,highly_variable,highly_variable_rank,means,variances,variances_norm
DROSHA,True,10348.0,0.05042515325291675,0.051249201210423534,0.8972956837355108
C5orf22,True,8132.0,0.04350405378683014,0.045373105540769065,0.9214911465413325
GOLPH3,True,11252.0,0.22938501087601346,0.2499581503774956,0.8793755477964802
AC025181.2,True,9052.0,0.014039944631204272,0.014041958653452886,0.9124007303839375
MTMR12,True,6471.0,0.04004350405378683,0.04239912794009876,0.936772501082506
ZFR,True,9533.0,0.21148902511370377,0.23658904136079748,0.9073085744967111
SUB1,True,12188.0,1.2389756772790192,2.0181346571755654,0.8457263513980416
AC034231.1,True,8154.0,0.005734625271900337,0.0057023031478522475,0.9212814933662008
TARS,True,9429.0,0.10569507613209413,0.11134302023284706,0.9086320040139394
AMACR,True,5089.0,0.016511765869092348,0.01722955948777433,0.9511463888823811
AC026801.2,True,6623.0,0.004152659679651968,0.004135824017942713,0.9355613480648998
RAD1,True,9893.0,0.04933755190824599,0.05046777035476948,0.9028714229784687
BRIX1,True,12309.0,0.12843583152066443,0.12757459258920603,0.8389115148405372
DNAJC21,True,2608.0,0.08414079493771011,0.09585644057233288,1.0075128609099264
PRLR,True,1715.0,0.005042515325291675,0.005808645477940289,1.0729794340563825
SPEF2,True,2713.0,0.03144156614593632,0.03559790190503252,1.0034599556634018
IL7R,True,358.0,4.0633774965394505,30.611131714103333,2.1013477329129877
LMBRD2,True,4314.0,0.04004350405378683,0.0435857194559695,0.9629892266636515
SKP2,True,9314.0,0.05546766857820842,0.056944787691844384,0.9099248293167644
NADK2,True,7072.0,0.011963614791378287,0.012217186058562582,0.9313391042610369
AC008957.1,True,10878.0,0.023037373937116867,0.022706644108835248,0.8875720890044252
NIPBL,True,10276.0,0.37838639509590666,0.44565561811211774,0.8982327867924333
CPLANE1,True,3308.0,0.02630017797112913,0.028973020138404065,0.984275765453807
NUP155,True,7921.0,0.04656911212181135,0.04875565590730971,0.9236693223301875
WDR70,True,6686.0,0.08651374332608265,0.09169390631757966,0.934879981742161
RICTOR,True,11559.0,0.18637532133676094,0.1983271550756709,0.8700962812312634
FYB1,True,5129.0,2.4282183112517304,6.229841441112003,0.9506758644314526
DAB2,True,763.0,0.029464109155625865,0.045013319041988034,1.3577167299313462
TTC33,True,9420.0,0.03322127743721574,0.03409845256413484,0.9087537530074835
PTGER4,True,1419.0,0.2184101245797904,0.30085355827184973,1.1150026093723024
PRKAA1,True,8668.0,0.11835080087008108,0.12729497590809294,0.9164589657839397
RPL37,True,12592.0,21.790686177575637,185.02994983070477,0.8146155528883455
CARD6,True,5188.0,0.016709511568123392,0.01742075472609387,0.95007985186344
OXCT1,True,8851.0,0.11983389361281392,0.12882046088611177,0.9147338952748114
C5orf51,True,10460.0,0.12062487640893811,0.12704812130733736,0.895592628707574
FBXO4,True,5532.0,0.05438006723353767,0.05815197894013222,0.9463822548465914
CCDC152,True,2792.0,0.03282578603915365,0.037091054982201214,1.0005202983737151
AC025171.3,True,2605.0,0.06228989519477952,0.0702815550308803,1.0077573815356078
ANXA2R,True,9305.0,0.32390745501285345,0.3776208026676588,0.9100033933217362
AC025171.2,True,8311.0,0.03816491991299189,0.03967846740962995,0.9197867586153291
ZNF131,True,9787.0,0.16768835277832708,0.184079951912186,0.9042963519130098
HMGCS1,True,4163.0,0.06990310460747479,0.07530688272940997,0.9656835423683944
CCL28,True,8282.0,0.05487443148111529,0.057010253191731995,0.9200490932008807
TMEM267,True,10476.0,0.030353964801265572,0.030622103510927527,0.8953399835776792
C5orf34,True,2217.0,0.01265572473798695,0.014276680236679306,1.0288638194356334
PAIP1,True,9184.0,0.10895788016610639,0.11548782913645576,0.9111921256373762
NNT-AS1,True,2972.0,0.06901324896183508,0.07651821934387727,0.9940322482184388
NNT,True,9596.0,0.09946608661261618,0.1038205395894119,0.9065403224417841
MRPS30,True,11961.0,0.18805615977852483,0.19700555563148903,0.8561731579375288
EMB,True,5144.0,0.3168874826972513,0.38478944111097285,0.9505167068108941
PARP8,True,4696.0,0.37710104805220485,0.47283067366053116,0.9568127156555543
PELO,True,10723.0,0.04132885109748863,0.04160234749740451,0.8905258507502503
MOCS2,True,10307.0,0.11133082855447894,0.11654716573199307,0.897841720912834
AC008966.1,True,5036.0,0.01077714059719201,0.011255343782745595,0.9517583904007333
NDUFS4,True,9528.0,0.1767846549337552,0.19558084020353977,0.9074122620536687
ARL15,True,9313.0,0.02956298200514139,0.030273970966129094,0.909940584833432
SNX18,True,1469.0,0.09264385999604509,0.11709608456280983,1.1061926313756276
GZMK,True,138.0,0.6705556654142772,4.707237365486041,4.676631388204267
GZMA,True,214.0,1.2538066047063476,8.048994209998842,3.3144628985194267
DHX29,True,7464.0,0.16580976863753213,0.18658528804458357,0.9279443732752398
MTREX,True,10590.0,0.11755981807395689,0.123130760042526,0.8930823434443645
PLPP1,True,4316.0,0.05161162744710303,0.05627002180091068,0.9628920845663913
SLC38A9,True,11038.0,0.04231757959264386,0.04231069672049351,0.8841502661850636
IL6ST,True,1897.0,0.22770417243424956,0.29730023641688763,1.0541625960940484
AC008914.1,True,8656.0,0.006426735218508998,0.0063860637012555085,0.9165789956863906
AC008892.1,True,3783.0,0.006426735218508998,0.006781594206545727,0.9733487008227434
AC016596.1,True,7249.0,0.012457979038955902,0.012699524833490725,0.9297971635605697
ANKRD55,True,1373.0,0.058334981214158595,0.07372514200372239,1.1241559556897525
MAP3K1,True,2657.0,0.1549337551908246,0.18770086083417153,1.0053305953376568
SETD9,True,8574.0,0.0339133873838244,0.0351396922898597,0.9173158849122279
MIER3,True,8637.0,0.011666996242831719,0.011729782897591775,0.9167325577045026
GPBP1,True,12596.0,0.36859798299386987,0.3917597863540976,0.8141468828717966
PLK2,True,2397.0,0.034308878781886494,0.03946354386064304,1.0182940405665786
GAPT,True,617.0,0.09649990112715048,0.16570909685552127,1.4966002272344385
PDE4D,True,1288.0,0.11281392129721178,0.15052697674279317,1.142729817009362
ERCC8,True,10679.0,0.0339133873838244,0.03415086602663415,0.8915027380242867
NDUFAF2,True,10373.0,0.13456594819062687,0.14356330905888953,0.8969075549021042
SMIM15,True,9511.0,0.11311053984575835,0.1199052251969204,0.9076200269240389
ZSWIM6,True,2214.0,0.025805813723551514,0.029690960409191596,1.0291031683338225
KIF2A,True,11324.0,0.4741941862764485,0.5701339545751447,0.8775898690509655
DIMT1,True,10997.0,0.13011666996242832,0.1365338141332386,0.8850400729879603
IPO11,True,8616.0,0.03925252125766265,0.04068196866021069,0.916928409388554
SREK1IP1,True,10166.0,0.19082459956495945,0.21019564153461603,0.8995542627025462
CWC27,True,10856.0,0.13654340518093733,0.14441150572976388,0.887934729917595
ADAMTS6,True,8706.0,0.028079889262408543,0.028876229748786352,0.9160678977000685
CENPK,True,4070.0,0.23373541625469646,0.2805744562418551,0.9674275839140908
PPWD1,True,11867.0,0.1464306901324896,0.15090835043150472,0.8595308649660774
TRIM23,True,9872.0,0.04429503658295432,0.045303651103613035,0.9031074377394065
TRAPPC13,True,9813.0,0.03707731856832114,0.03788153916116675,0.9039913509168862
SHLD3,True,10022.0,0.011568123393316195,0.011435432568276655,0.9012963869764995
SGTB,True,6993.0,0.12734823017599367,0.1404109047298863,0.9320406117404589
NLN,True,7961.0,0.014929800276843978,0.015103886102857358,0.9233177802912534
ERBIN,True,9286.0,0.1668973699822029,0.18434462963216583,0.9102795685306544
SREK1,True,9551.0,0.1919122009096302,0.21324022723567307,0.9071349963341737
MAST4,True,3146.0,0.05823610836464307,0.06473834986386076,0.9887180969883609
CD180,True,794.0,0.0652560806802452,0.09699703221111843,1.3324706098874681
PIK3R1,True,7551.0,0.40597192011073757,0.49985951705974824,0.9271303513807813
SLC30A5,True,9435.0,0.10520071188451652,0.11075511149558899,0.9085495877326777
CCNB1,True,1996.0,0.010183903500098873,0.011663310386580644,1.0441525776596918
CENPH,True,8469.0,0.035396480126557245,0.03671789381140037,0.9182598968965807
MRPS36,True,11679.0,0.26468261815305516,0.28739687839457234,0.8660742056109896
CDK7,True,10733.0,0.04637136642278031,0.04679638377807893,0.8903218870720927
CCDC125,True,4076.0,0.0214554083448685,0.0229748023721114,0.9673312620862651
AK6,True,11075.0,0.10658493177773383,0.10927533309044003,0.883499376593206
TAF9,True,12289.0,0.2579592643859996,0.2711346068641275,0.8400685326535339
RAD17,True,7020.0,0.059521455408344866,0.06231267515516426,0.9318640509921133
OCLN,True,5593.0,0.003361676883527783,0.003350707306037778,0.945630752428949
GTF2H2C,True,9981.0,0.026794542218706745,0.027067999511394315,0.9017818277147504
SERF1B,True,9541.0,0.01661063871860787,0.01653410587316068,0.9072073997142237
SMN2,True,8462.0,0.016511765869092348,0.016636263729839,0.9183938905901383
SMN1,True,8774.0,0.006624480917540043,0.006581247876844149,0.9154298266865428
NAIP,True,576.0,0.11568123393316196,0.20771808131100727,1.5336844553100393
GTF2H2,True,7341.0,0.03509986157801068,0.03683768902796436,0.9290746715365921
BDP1,True,4218.0,0.2779315799881353,0.33755901598471144,0.9648505186978997
MCCC2,True,5226.0,0.08690923472414475,0.09360296476589194,0.9495297587291848
MRPS27,True,10326.0,0.13654340518093733,0.145993627750925,0.897662632708007
PTCD2,True,4315.0,0.01957682420407356,0.020777592090140816,0.9629761080881343
TNPO1,True,11028.0,0.14326675894799287,0.1516272586061851,0.8845128996788577
FCHO2,True,5523.0,0.017401621514732055,0.01808932212136918,0.9464173595129405
AC099522.2,True,9281.0,0.007613209412695274,0.007555995537943481,0.9102808261560443
BTF3,True,12994.0,4.685386592841605,12.870453884942487,0.7056498664507307
ANKRA2,True,11544.0,0.09205062289895195,0.09149618017216359,0.8705139712417941
UTP15,True,9134.0,0.0377694285149298,0.03891744075025179,0.9116101287711635
ENC1,True,5958.0,0.012952343286533517,0.013379140020712346,0.9419389642999211
HEXB,True,2122.0,0.20664425548744314,0.2634345402977581,1.035557115501227
GFM2,True,10146.0,0.03687957286929009,0.03750063475919633,0.8997389180156512
NSA2,True,12822.0,0.9738975677279019,1.3065469156413212,0.7779352364364681
FAM169A,True,6113.0,0.02699228791773779,0.02844171911385926,0.9403206868493094
GCNT4,True,5210.0,0.011172631995254104,0.011642192483391286,0.9497834888860773
LINC01336,True,8865.0,0.012754597587502471,0.012790928202433672,0.9145856757394187
ANKRD31,True,3623.0,0.00978841210203678,0.010484618530791879,0.9771293471642541
HMGCR,True,8274.0,0.02857425350998616,0.029540397580897274,0.9201406444671875
COL4A3BP,True,3684.0,0.09719201107375915,0.10891528261786888,0.9758809687575649
POLK,True,8794.0,0.10154241645244216,0.10725956079336815,0.9152059921356533
POC5,True,8789.0,0.05012853470437018,0.05197120863293598,0.9152543001559319
IQGAP2,True,2101.0,0.2475776151868697,0.3199906705796499,1.036499306507655
F2RL2,True,7667.0,0.005141388174807198,0.005115460082558099,0.9260185770195647
F2R,True,1762.0,0.04014237690330235,0.04842303915527123,1.0672313858254467
F2RL1,True,6415.0,0.0072177180146331815,0.00736409636951763,0.937372486215046
S100Z,True,955.0,0.03223254894206051,0.0452380291748137,1.2430786449809184
AGGF1,True,12248.0,0.19388965789994067,0.20021579955090113,0.8425614527655996
ZBED3,True,3780.0,0.006426735218508998,0.006781594206545727,0.9733487008227434
WDR41,True,2603.0,0.054281194384022145,0.061821380824994394,1.0078054719830825
TBCA,True,12825.0,0.8400237294838837,1.0607295950069038,0.7778609770668757
AP3B1,True,7076.0,0.20605101839035,0.23619002053539903,0.9313247840660959
SCAMP1-AS1,True,4335.0,0.05289697449080483,0.05761891809032141,0.9625470057403132
SCAMP1,True,10671.0,0.08097686375321336,0.08134875393909871,0.8915734791146546
LHFPL2,True,2046.0,0.007118845165117659,0.008057692390795158,1.0403858509724944
ARSB,True,2627.0,0.018785841407949377,0.02080793929916832,1.006376899089043
DMGDH,True,7826.0,0.009195175004943643,0.009309289896622193,0.9244929814384165
JMY,True,4836.0,0.03994463120427131,0.043099215761245646,0.9545961203293046
HOMER1,True,7618.0,0.008799683606881551,0.008920876906851326,0.9264780788258501
TENT2,True,11293.0,0.1660075143365632,0.17682916873617283,0.8782801021367255
MTX3,True,6099.0,0.018588095708918333,0.019233208544123786,0.9403948279260255
SERINC5,True,3136.0,0.17223650385604114,0.20725442601431268,0.988951867589215
ZFYVE16,True,2449.0,0.046964603519873444,0.05405832229091853,1.015565610820649
AC008771.1,True,2938.0,0.005240261024322721,0.0056088466494325,0.9953924141861464
FAM151B,True,3472.0,0.004152659679651968,0.0043335892705878235,0.9802976631407744
DHFR,True,3034.0,0.026201305121613606,0.029077094249260606,0.9917406594964466
MSH3,True,2912.0,0.08097686375321336,0.09084148606606401,0.9956127888633679
RASGRF2,True,5302.0,0.035198734427526204,0.037720681355067925,0.9486622816403905
CKMT2-AS1,True,8457.0,0.02896974490804825,0.029913167679416743,0.9184101823116461
ZCCHC9,True,4980.0,0.07919715246193396,0.0847980896744784,0.9527084733444015
SSBP2,True,4407.0,0.1403994463120427,0.1612412524707716,0.9616498501797288
ATG10,True,3231.0,0.07277041724342495,0.08013853188063383,0.986251309250389
RPS23,True,9505.0,31.1598773976666,379.5014810884982,0.9077057594311044
TMEM167A,True,3438.0,0.19379078505042516,0.23298428372402963,0.9809887081715662
XRCC4,True,10196.0,0.02570694087403599,0.02583963169907564,0.8992698419916926
VCAN,True,108.0,0.5877990903697845,4.98314391454086,5.870693539774392
COX7C,True,13062.0,3.5119636147913784,7.365277603343094,0.6353838850393483
RASA1,True,5566.0,0.06406960648605893,0.0676834663301718,0.945931174645564
CCNH,True,10687.0,0.3403203480324303,0.39124071611514094,0.8913446976725276
AC018754.1,True,6511.0,0.007316590864148704,0.007461541805206466,0.9365212048553938
TMEM161B,True,8233.0,0.03282578603915365,0.03412457619252457,0.9205004055669229
TMEM161B-AS1,True,5066.0,0.06001581965592248,0.06413234425678402,0.9515430833322878
MEF2C,True,389.0,0.2594423571287324,0.6379138984370857,1.9642876886808105
MEF2C-AS1,True,1561.0,0.007909827961241843,0.009430160561959906,1.0922452411896086
CETN3,True,10471.0,0.04953529760727704,0.05025045148806062,0.8954307240268264
MBLAC2,True,6026.0,0.018390350009887285,0.01904275634313865,0.9413761562787326
POLR3G,True,2272.0,0.004152659679651968,0.004531354523232934,1.025033978216649
LYSMD3,True,8384.0,0.04300968953925252,0.04472370068727653,0.9190931096813435
LUCAT1,True,7450.0,0.008503065058334982,0.008629361851575507,0.9281163534387762
ARRDC3,True,7704.0,0.09788412102036781,0.10413277169878911,0.9256833158968173
ARRDC3-AS1,True,8487.0,0.010876013446707534,0.010956554783037873,0.9180880001495747
FAM172A,True,11383.0,0.10233339924856634,0.10353850803695572,0.8758420630347643
POU5F2,True,6128.0,0.0037571682815898755,0.003743422090902761,0.9403139252737862
KIAA0825,True,3374.0,0.009294047854459166,0.009999640017965078,0.982308533256296
SLF1,True,3118.0,0.08344868499110145,0.09330261147705977,0.9894107002270561
MCTP1,True,883.0,0.0506228989519478,0.0729833952078118,1.2729027116535807
TTC37,True,5269.0,0.09116076725331224,0.09867989445193853,0.9490495002037196
ARSK,True,7225.0,0.03935139410717817,0.04136637448287785,0.9300143183088845
GPR150,True,3768.0,0.019379078505042516,0.020785296214082063,0.9735435980395379
RFESD,True,6146.0,0.020367807000197746,0.021141523955103374,0.9401239494921774
RHOBTB3,True,1482.0,0.018588095708918333,0.022595217839090652,1.1047780167825738
GLRX,True,5503.0,0.6150879968360689,0.8516303343896839,0.9466243903817361
ELL2,True,7141.0,0.025014830927427328,0.025973622839450212,0.9305757156126474
CAST,True,1842.0,0.8674115087996837,1.5094629519728506,1.058682232176117
ERAP1,True,9698.0,0.15305517105002966,0.1668219712463731,0.9054319270023107
AC008906.1,True,7053.0,0.004548151077714059,0.004527913087157633,0.9313953044593566
AC009126.1,True,6713.0,0.036385208621712475,0.03842680146615323,0.9346272760616997
ERAP2,True,11753.0,0.30917540043504055,0.3401768538356174,0.8639624009286305
LNPEP,True,9062.0,0.3308285544789401,0.38772349023173724,0.912229711409481
LIX1-AS1,True,2237.0,0.005339133873838244,0.005904448410047732,1.0276486931899969
RIOK2,True,9496.0,0.05764287126754993,0.05887414279155727,0.9078763440946647
RGMB,True,4047.0,0.0201700613011667,0.021545071442159832,0.9679120156357354
CHD1,True,6172.0,0.2459956495946213,0.2881402970244777,0.9398563411683539
FAM174A,True,10830.0,0.03549535297607277,0.0356231749512105,0.8883869615288439
ST8SIA4,True,5716.0,0.10658493177773383,0.1167904126909537,0.9442593665591718
SLCO4C1,True,2136.0,0.012161360490409334,0.013794536997891786,1.0345750348823106
PAM,True,2799.0,0.06555269922879177,0.073127515120272,1.0001949675907889
GIN1,True,5508.0,0.023531738184694482,0.02476015488104848,0.946576258001515
PPIP5K2,True,8283.0,0.1278425944235713,0.13919702614558402,0.9200332205839064
C5orf30,True,7309.0,0.008305319359303936,0.008434920713321312,0.9292947395709533
NUDT12,True,4018.0,0.004745896776745106,0.004921605552725819,0.9684138746799298
FBXL17,True,8550.0,0.04073561400039549,0.04224433175435951,0.9174862443809544
LINC01023,True,2089.0,0.006130116669962428,0.006884201796347508,1.0377068914416359
FER,True,8993.0,0.024223848131303145,0.024628216870150283,0.913092859736273
PJA2,True,7552.0,0.1661063871860787,0.18678347369993312,0.9271183340617443
MAN2A1,True,4799.0,0.12032825786039153,0.13512909227567524,0.9551612409683714
SLC25A46,True,11522.0,0.12141585920506229,0.12448346928667685,0.8711762873378021
WDR36,True,7973.0,0.07267154439390944,0.07491213436868226,0.923224299373624
CAMK4,True,1614.0,0.5730670357919715,0.8923666034361383,1.0858014343663782
STARD4,True,4326.0,0.02214751829147716,0.02363679975306138,0.9626238141648853
NREP,True,764.0,0.029167490607079297,0.04453629885008506,1.357654665525
EPB41L4A,True,1781.0,0.004251532529167491,0.004827171373602872,1.06541555727739
EPB41L4A-AS1,True,10982.0,0.25489420605101837,0.2821005376051117,0.8853989429815751
APC,True,4974.0,0.0871069804231758,0.09416184616307502,0.9527902367143931
SRP19,True,12220.0,0.22226616571089577,0.23201282107009902,0.8440673301617394
REEP5,True,3220.0,0.48853074945619934,0.6646068987379533,0.9865069446460546
DCP2,True,11418.0,0.19735020763298397,0.21181538470923755,0.8748102467072357
MCC,True,4966.0,0.008107573660272888,0.008438166613255962,0.9528857972780637
YTHDC2,True,5964.0,0.09679651967569705,0.10464117544126399,0.9418477599933459
PGGT1B,True,8380.0,0.07029859600553688,0.07208718463760223,0.9191135757425217
CCDC112,True,1708.0,0.06209214949574847,0.074656989035565,1.0735810859156194
FEM1C,True,7115.0,0.022048645441961636,0.02275122634890173,0.9309065561866129
TICAM2,True,2643.0,0.008997429305912597,0.00990618351954533,1.005776657384817
AC010226.1,True,3176.0,0.014336563179750841,0.015516780217436606,0.987566938030905
TMED7,True,7849.0,0.023432865335178958,0.024072620480130723,0.924374050068541
ATG12,True,12419.0,0.2828752224639114,0.2966176197499002,0.8316810884248232
AP3S1,True,11176.0,0.2594423571287324,0.2860895139814339,0.8809372417676326
AC034236.2,True,9172.0,0.014929800276843978,0.014906120850212253,0.9112281648871438
COMMD10,True,11988.0,0.11320941269527388,0.11305994486936696,0.8549769692244014
DTWD2,True,9492.0,0.01957682420407356,0.01959100057427016,0.9079813197177466
DMXL1,True,4954.0,0.11597785248170853,0.12943320271323477,0.952965451374768
TNFAIP8,True,12538.0,0.5514138817480719,0.6423182815673872,0.8205179545084388
HSD17B4,True,7196.0,0.12240458770021752,0.1341306358575233,0.9302840487761495
SRFBP1,True,7273.0,0.0982796124184299,0.10504400922140493,0.9295940219133861
SNX2,True,876.0,0.44492782281985366,0.7677073862662784,1.2763392588112137
SNX24,True,2980.0,0.008404192208819458,0.009125446817190769,0.9932744433216751
CEP120,True,6204.0,0.0944235712873245,0.1015352011688518,0.9393500711869118
CSNK1G3,True,6278.0,0.08819458176784654,0.09407005172185168,0.9387861096911874
ZNF608,True,996.0,0.003361676883527783,0.004339533569263329,1.2246955700662736
GRAMD2B,True,7815.0,0.027585525014830928,0.02860710358161404,0.9245681260178376
ALDH7A1,True,1790.0,0.006228989519477951,0.007179627574436164,1.0644108946868027
PHAX,True,11739.0,0.15048447696262607,0.15632973658289853,0.86426332593746
LMNB1,True,1791.0,0.07988926240854262,0.09566394501867946,1.064389671023429
MARCH3,True,5449.0,0.04627249357326478,0.0496731408096227,0.9470747777560028
C5orf63,True,9387.0,0.03509986157801068,0.036046628017383946,0.9091235082588821
AC011416.3,True,2232.0,0.0065256080680245205,0.007274726576437295,1.0277563730006598
PRRC1,True,10892.0,0.08690923472414475,0.08747224193389355,0.887338312271667
LINC01184,True,7788.0,0.07385801858809571,0.07632038565358355,0.9249477848906537
SLC12A2,True,5829.0,0.017994858611825194,0.018661617297799707,0.9433656805775154
FBN2,True,4204.0,0.007019972315602136,0.007366912089942874,0.9650492178479899
ISOC1,True,10859.0,0.07079296025311449,0.07013865721929964,0.8879120981298694
HINT1,True,12923.0,2.9171445521059916,6.497633455419679,0.7477901182296522
LYRM7,True,3066.0,0.07069408740359898,0.07816214056228805,0.990894890543669
CDC42SE2,True,12084.0,0.5127545975875025,0.6084104278563054,0.8509162253941228
RAPGEF6,True,12015.0,0.13901522641882538,0.14165377154703374,0.8540446617499634
FNIP1,True,10752.0,0.15325291674906072,0.16419044586561685,0.8899006643730736
ACSL6,True,3026.0,0.03243029464109155,0.03632580474218559,0.99198812144285
SLC22A4,True,1467.0,0.0034605497330433064,0.004042211090610453,1.1066732954354217
SLC22A5,True,4354.0,0.026596796519675697,0.02866068048414993,0.9622632494081453
AC116366.3,True,8600.0,0.21277437215740558,0.24069114517128268,0.9171132411079242
AC116366.1,True,6618.0,0.004152659679651968,0.004135824017942713,0.9355613480648998
IRF1,True,1118.0,0.5871069804231758,1.003239271259496,1.1837036728266699
RAD50,True,9213.0,0.09531342693296421,0.09948757603447406,0.9109280703342829
KIF3A,True,6088.0,0.05240261024322721,0.05579220968763848,0.9405825048933408
CCNI2,True,7087.0,0.008008700810757366,0.008143112353834536,0.9312158308150347
SEPT8,True,3293.0,0.007415463713664228,0.007954498192571465,0.9846538925327255
SHROOM1,True,3138.0,0.010381649199129919,0.011263712729565058,0.9889127615895311
UQCRQ,True,11569.0,0.6990310460747479,0.9249333040890048,0.8698665632883359
AFF4,True,9777.0,0.2669566936919122,0.3028989347406172,0.9043989669064217
ZCCHC10,True,8399.0,0.07870278821435633,0.08121750030469443,0.9188815893734738
HSPA4,True,10728.0,0.1926043108562389,0.21010647705448549,0.8904166353011318
C5orf15,True,10876.0,0.09768637532133675,0.09962284793656803,0.887590960302909
VDAC1,True,3943.0,0.36751038164919914,0.46504142306042756,0.9697660080864605
AC008608.2,True,3582.0,0.006130116669962428,0.006488671291057286,0.9780856392969326
TCF7,True,771.0,1.1492980027684399,2.8826816983900776,1.3489244072317708
SKP1,True,13084.0,1.6645244215938304,2.0651370871618937,0.5582505431558639
PPP2CA,True,12185.0,0.31916155823610837,0.3452730633851306,0.8460472951562036
AC104109.2,True,5556.0,0.006327862368993475,0.006486207535685193,0.9460290149571414
CDKL3,True,1956.0,0.008898556456397073,0.010204601000585805,1.0478005992500397
UBE2B,True,12867.0,0.5547755586315998,0.6057702304477599,0.7679338849447485
CDKN2AIPNL,True,11589.0,0.11063871860787028,0.11205332481734358,0.8692110512631718
JADE2,True,8603.0,0.10658493177773383,0.11342840339598718,0.9170772657849239
SAR1B,True,10720.0,0.11538461538461539,0.12027550220964883,0.8905791121035805
SEC24A,True,9825.0,0.033122404587700216,0.0338083649226857,0.903730893792896
CAMLG,True,11897.0,0.3093731461340716,0.3382746391522173,0.8585134578023524
DDX46,True,11957.0,0.5296618548546569,0.6373579989660569,0.8562361144234852
C5orf24,True,10480.0,0.09748862962230571,0.10025474252866577,0.8952396934696246
TXNDC15,True,8643.0,0.08888669171445521,0.09266200574989525,0.916688256585337
PCBD2,True,7099.0,0.04656911212181135,0.049151186412599995,0.9311625943820883
H2AFY,True,714.0,0.5175004943642476,1.0146744203004086,1.4030262012036958
TIFAB,True,918.0,0.005438006723353767,0.007386622132919563,1.2612756111737453
TGFBI,True,378.0,0.17105002966185484,0.418083995716894,2.00996806038378
SMAD5,True,4169.0,0.04963417045679257,0.054294833029832276,0.9655917135576214
KLHL3,True,10175.0,0.014336563179750841,0.014132423448920812,0.899459421144819
HNRNPA0,True,13023.0,1.109649990112715,1.3840994918387117,0.6818188281941328
AC106791.1,True,8291.0,0.02432272098081867,0.024920064336865357,0.9199204922522605
PKD2L2,True,8769.0,0.006624480917540043,0.006581247876844149,0.9154298266865428
FAM13B,True,11854.0,0.16571089578801662,0.17287338461972251,0.8603113844818787
BRD8,True,4492.0,0.10529958473403203,0.11716166738438236,0.9601024573637589
CDC23,True,10340.0,0.04656911212181135,0.047371299138793954,0.897442870148535
FAM53C,True,3212.0,0.06001581965592248,0.06650552728852534,0.9867544252145259
KDM3B,True,7377.0,0.05962032825786039,0.062202011476367794,0.9287266126920662
EGR1,True,682.0,0.10510183903500099,0.17514849650013115,1.438283567025626
ETF1,True,10180.0,0.12497528178762111,0.13270357399589083,0.8994173454913729
HSPA9,True,12303.0,0.3771999209017204,0.4149097500009736,0.839347068106205
CTNNA1,True,1000.0,0.09007316590864149,0.12547645069289276,1.2230393366847963
SIL1,True,3951.0,0.06683804627249357,0.07226515185600575,0.9695493469255929
MATR3,True,6965.0,0.0044492782281985365,0.004429920150275001,0.9323870323379319
SNHG4,True,8450.0,0.006130116669962428,0.0060931407857670655,0.9184643871522294
MATR3.1,True,11891.0,0.14910025706940874,0.15377798994752506,0.8587637639305294
PAIP2,True,12915.0,0.7348230175993672,0.8522491182834908,0.7498979926298106
AC135457.1,True,7030.0,0.01591852877199921,0.01625997398078794,0.9317341609994455
MZB1,True,165.0,0.06416847933557446,0.28709133362120126,4.006621345054427
SPATA24,True,6814.0,0.011172631995254104,0.011444427230746181,0.9336495715070551
DNAJC18,True,3091.0,0.013941071781688748,0.015132434379391033,0.9901612695925807
TMEM173,True,7924.0,0.3261815305517105,0.3863272155354478,0.9236407864414437
UBE2D2,True,13063.0,1.2579592643859996,1.5429629466247872,0.6322835700408083
CXXC5,True,1049.0,0.14148704765671347,0.2043441149810344,1.2084621685611134
NRG2,True,3297.0,0.009096302155428119,0.009805511737535912,0.9845416114383794
MALINC1,True,2793.0,0.009392920703974688,0.010294440080403679,1.0004483408934792
PURA,True,7869.0,0.12477753608859007,0.1361149757199844,0.9241591211140527
CYSTM1,True,1736.0,0.06406960648605893,0.0765829026992016,1.0703079944906673
PFDN1,True,12528.0,0.22592446114297013,0.22968086683360645,0.821226866209828
HBEGF,True,590.0,0.04014237690330235,0.06899062543036306,1.520535721661641
AC008438.1,True,8205.0,0.018686968558433853,0.018932874808904994,0.9206735353780743
ANKHD1,True,9119.0,0.04132885109748863,0.042591173760630076,0.9116923329868131
ANKHD1-EIF4EBP3,True,4557.0,0.005339133873838244,0.005508917904757512,0.9588079855319231
SRA1,True,9454.0,0.23037373937116867,0.2593917914827634,0.9083816917777237
EIF4EBP3,True,3445.0,0.08295432074352382,0.09190164391339559,0.9808388769935199
APBB3,True,7942.0,0.04528376507810955,0.04739049101099858,0.9235270995664538
SLC35A4,True,10875.0,0.1403005734625272,0.14871091528296748,0.8876028355632029
CD14,True,171.0,0.31135060312438206,1.5527100712707669,3.9124948126666514
NDUFA2,True,12071.0,0.5786039153648408,0.7083961126554816,0.8514922511224348
TMCO6,True,9795.0,0.07247379869487838,0.0731609518003217,0.904176924785198
IK,True,12261.0,0.49120031639311845,0.5711180488637476,0.8421005973582245
WDR55,True,4996.0,0.07632983982598378,0.08138765585428018,0.9524867718712042
HARS,True,12194.0,0.16571089578801662,0.16990690583004578,0.8455485829077858
HARS2,True,7787.0,0.07385801858809571,0.07632038565358357,0.9249477848906537
